	TPMIC01030	TPMIC01031	TPMIC01032	TPMIC01033	TPMIC01035	TPMIC01036	TPMIC01037	TPMIC01038	TPMIC01039	TPMIC01040	TPMIC01041	TPMIC01042	TPMIC01045	TPMIC01047	TPMIC01048	TPMIC01049	TPMIC01050	TPMIC01051	TPMIC01054	TPMIC01060	TPMIC01061	TPMIC01067	TPMIC01068	TPMIC01069	TPMIC01070	TPMIC01071	TPMIC01072	TPMIC01075	TPMIC01076	TPMIC01077	TPMIC01078	TPMIC01079	TPMIC01080	TPMIC01083	TPMIC01084	TPMIC01085	TPMIC01086	TPMIC01087	TPMIC01088	TPMIC01089	TPMIC01090	TPMIC01091	TPMIC01092	TPMIC01093	TPMIC01094	TPMIC01095	TPMIC01097	TPMIC01098	TPMIC01099	TPMIC01100	TPMIC01101	TPMIC01103	TPMIC01104	TPMIC01105	TPMIC01107	TPMIC01110	TPMIC01111	TPMIC01112	TPMIC01113	TPMIC01114	TPMIC01115	TPMIC01119	TPMIC01120	TPMIC01121	TPMIC01122	TPMIC01123	TPMIC01131	TPMIC01132	TPMIC01133	TPMIC01135	TPMIC01136	TPMIC01141	TPMIC01142	TPMIC01143	TPMIC01146	TPMIC01148	TPMIC01149	TPMIC01150	TPMIC01151	TPMIC01152	TPMIC01154	TPMIC01155	TPMIC01156	TPMIC01157	TPMIC01159	TPMIC01161	TPMIC01162	TPMIC01163	TPMIC01165	TPMIC01166	TPMIC01168	TPMIC01169	TPMIC01170	TPMIC01171	TPMIC01177	TPMIC01178	TPMIC01179	TPMIC01180	TPMIC01181	TPMIC01182	TPMIC01183	TPMIC01184	TPMIC01185	TPMIC01188	TPMIC01189	TPMIC01193	TPMIC01194	TPMIC01195	TPMIC01196	TPMIC01197	TPMIC01208	TPMIC01210	TPMIC01211	TPMIC01213	TPMIC01214	TPMIC01215	TPMIC01216	TPMIC01217	TPMIC01221	TPMIC01222	TPMIC01223	TPMIC01224	TPMIC01227	TPMIC01230	TPMIC01231	TPMIC01232	TPMIC01233	TPMIC01236	TPMIC01239	TPMIC01240	TPMIC01241	TPMIC01245	TPMIC01246	TPMIC01247	TPMIC01248	TPMIC01249	TPMIC01252	TPMIC01253	TPMIC01254	TPMIC01255	TPMIC01257	TPMIC01258	TPMIC01260	TPMIC01262	TPMIC01265	TPMIC01266	TPMIC01267	TPMIC01268	TPMIC01269	TPMIC01270	TPMIC01272	TPMIC01273	TPMIC01275	TPMIC01276	TPMIC01279	TPMIC01280	TPMIC01281	TPMIC01283	TPMIC01287	TPMIC01289	TPMIC01292	TPMIC01293	TPMIC03002	TPMIC03006	TPMIC03011	TPMIC03015	TPMIC03021	TPMIC03025	TPMIC03029	TPMIC03031	TPMIC03035	TPMIC03037	TPMIC03038	TPMIC03040	TPMIC03044	TPMIC03045	TPMIC03049	TPMIC03054	TPMIC03066	TPMIC03070	TPMIC03072	TPMIC03083	TPMIC03084	TPMIC03100	TPMIC03103	TPMIC03108	TPMIC03109	TPMIC03110	TPMIC03131
s__Bacteroides_dorei	0.01764	0.09576	0.02857	0.12841	7.15624	2.24461	0.00634	0.24343	0.24074	0.08187	0.705	0.26352	0.07892	0.0369	5.88105	1.28509	0.111	3.06608	0.05519	0.01461	0.09319	8.76689	0.94086	27.39284	0.08561	2.30329	0.09908	9.57076	0.00661	11.44887	0.0	0.05992	0.05151	0.02517	0.02367	2.05733	2.58755	3.89099	1.5757	0.02239	0.91835	0.06974	18.68009	0.06859	0.0188	6.02391	2.55602	0.01024	0.00396	0.0	0.06348	7.03955	0.00588	0.22407	0.11428	0.0	0.09747	12.73855	0.02365	0.019	1.16342	0.0471	1.19891	0.0	0.36827	0.23473	0.03068	0.4785	0.02267	0.21665	0.01906	0.00964	0.01435	0.40215	0.10386	0.02874	0.0494	0.05613	7.27449	0.13786	8.12315	1.02452	0.31314	0.03581	29.5757	0.04481	0.08615	0.08611	0.34211	0.06207	2.02165	0.10431	0.1557	2.92506	18.19179	0.09076	0.09077	0.13762	42.46991	0.27723	0.1417	0.16405	5.39287	0.01405	0.015	0.00255	0.15772	1.76911	0.01699	0.02886	0.0	0.0	0.00044	0.00246	0.03407	0.0651	0.01224	0.02277	0.01148	0.00178	0.59697	0.01882	12.03036	0.01256	4.49626	0.01448	0.01793	0.00685	9.29042	3.80133	0.01095	1.60506	0.03164	0.00668	0.00802	0.05137	0.00198	6.11058	0.0027	0.03757	0.02366	0.63703	0.02169	0.03322	6.05498	0.04848	6.08502	5.69607	0.03626	0.07038	5.38287	0.15466	1.08187	0.62845	4.43003	0.05096	0.00916	0.0952	8.17174	0.22016	2.19152	2.05638	2.71703	4.30667	0.23019	23.04737	0.17711	0.15562	0.1189	0.05164	0.03516	0.80666	0.02158	0.76584	0.03631	0.06709	0.04044	0.00291	0.00623	5.33809	0.03843	0.46286	0.02603	0.09119	0.02283	0.0236	0.0	0.0571	0.0
s__Bacteroides_eggerthii	0.01523	0.25097	0.0	0.00125	0.00164	0.00022	0.00115	0.0	0.0	0.0	0.02559	0.176	0.00023	0.0027	0.09658	1.36702	0.00789	0.00415	0.00259	0.0	0.00334	0.0	0.00299	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06313	0.05253	0.00295	0.0	0.0	0.0045	0.13765	0.68136	0.0	0.00302	0.01792	0.00098	0.0	0.00404	0.05698	0.0	0.0	0.00053	0.0	0.00019	0.0	0.30512	0.0	0.00068	1.81838	0.0	0.00045	0.12739	0.04449	0.0	0.0	0.0	0.00202	0.00774	0.00126	0.0	0.0	0.00052	0.16402	0.0	0.0	0.0	0.00219	0.00168	0.03996	0.02349	0.02909	0.0	0.00991	0.00277	0.00755	3.30793	0.00221	0.00557	0.0	0.0	0.0	0.00117	0.01355	1.94532	0.0	0.26321	0.89986	1.63765	0.01078	0.0	0.00688	0.0	0.0	0.0	0.00371	0.3429	0.0011	0.0	0.32765	0.22964	0.00167	0.10302	0.0	0.0	0.0	0.48417	0.0	0.0	0.01436	0.0	0.00013	0.0	0.0	0.00864	0.0	0.01103	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.014	0.0	0.0	0.0	0.0	0.04581	0.0	0.3837	0.0	0.0	0.0	0.02272	0.0	0.00159	0.0	0.0	0.0	1.81652	0.00196	0.0	0.0	0.0	0.0023	0.1154	0.0	0.00909	0.05006	0.0	0.0	0.0	0.0	0.49799	0.0	0.00445	0.0	0.0	0.98364	0.00995	0.00065	0.13296	0.04971	0.00168	0.00758	0.00899	8.18901	0.01502	0.0	0.0	0.00779	0.0	7.1802	0.00481	0.01595	0.0	0.06685	6e-05	0.0	0.01382	0.0
s__Bacteroides_faecichinchillae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0014	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00074	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00148	0.0	0.0	0.0	0.0	0.0	0.00068	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0037	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00026	0.0	0.0	0.0	0.00286	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00178	0.0	0.02102	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00245	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Bacteroides_faecis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.52454	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00067	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08541	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00889	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01173	0.0
s__Bacteroides_finegoldii	0.0081	0.00363	1.02389	0.00287	0.0	0.0206	0.0	0.00814	0.01838	0.0	0.00979	0.0	1.03599	0.00308	0.32203	0.0	0.01368	0.0	0.0	0.00099	0.00113	0.17557	0.03458	0.0	0.06976	0.30147	0.0	0.0004	0.00848	0.0	0.0	0.01375	0.0038	0.22942	0.0	0.0	0.34752	0.03504	0.0	0.0128	0.02958	0.02069	0.0	0.0	0.00388	0.03651	0.00126	0.46598	0.0	0.0	0.0	5.63064	0.0	0.00063	0.0	0.0	0.1382	0.0	0.00959	0.05088	0.00151	0.52723	0.00553	0.09757	0.0	0.43755	1.83066	0.05141	0.00052	0.13677	0.0	0.23398	0.0	0.00929	0.0	0.5001	0.0	0.0	0.0	0.0	0.00014	0.0	0.08465	0.0	0.00164	0.0041	0.0	0.0	0.0	0.00018	1.0619	0.01871	0.01962	0.11026	0.49731	0.0006	0.0	0.0346	0.0	0.00085	0.0	0.69331	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02103	0.0	0.00426	0.0	0.40047	0.0959	2.23984	0.02179	0.07904	0.32212	3.13463	0.03406	0.0	0.01379	0.0	0.05489	0.01088	0.05299	0.00483	0.46881	0.0	0.42125	0.0	0.05088	0.0	0.30796	0.02515	0.0	0.0	0.00314	0.0	0.0	0.0	0.0	0.00653	0.0	0.0	0.00128	0.1088	0.0	0.0	0.01947	0.00421	0.00219	0.16273	0.0	0.23118	0.0	0.27932	0.0	0.0	0.0	0.12357	0.0	0.0	0.0	0.0	0.00646	0.0	0.0	0.0	0.97238	0.00289	0.0	0.03156	0.04166	0.01256	0.0	0.00718	0.03351	0.01613	0.03255	0.00559	0.0	0.0	0.0	0.0	0.0	0.22086	0.36189
s__Bacteroides_fluxus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.85349	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00038	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.20187	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00219	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Bacteroides_fragilis	0.0012	0.0	0.00276	0.01943	0.034	0.03656	0.0	0.05035	0.01428	0.88677	0.03567	1.39516	0.01027	0.0	0.0	0.01981	0.38675	1.91257	0.02013	0.11485	0.9306	0.0	0.19051	0.0038	0.00089	0.0	0.0174	1.77702	0.00497	0.0	0.0	0.03197	0.07432	0.0	16.23997	0.33146	0.0	0.0	0.04805	0.01639	0.0	0.00309	0.44549	0.11135	0.68319	0.0256	0.0	2.92266	0.00244	0.95513	0.0	0.0	0.0	0.00287	2.79854	0.01396	0.0111	0.02704	0.00347	0.0	0.0	0.0	0.05028	0.0	0.11613	0.0	0.051	0.0	0.0	0.0	0.0	3.43433	0.00926	0.19844	0.00841	0.0	0.00613	0.01415	1.32044	0.13811	0.01506	0.04115	0.04279	0.05027	0.01427	0.00809	0.0	0.15629	0.0	0.28793	0.01047	0.04229	0.01223	0.24968	0.0023	1.03923	0.04541	0.0	0.0	0.01623	0.08205	0.0	0.01582	0.0	0.0	0.0	0.0	0.0	1.63779	0.0	0.00099	0.0102	0.0	0.0	0.00753	0.00724	0.0	0.0	0.0	0.03167	0.01276	0.00411	0.00568	0.01511	0.01866	0.00795	0.0	0.34973	0.63522	0.0	0.0	2.92611	0.13945	0.00881	0.0	0.00446	0.00174	0.00141	0.00605	1.62618	0.02332	0.40356	0.01025	0.05571	0.11867	0.02207	1.22546	0.07641	0.03272	0.00113	0.0308	0.35178	0.00357	0.00787	0.0	0.00759	0.33359	1.54458	0.05814	5.79748	0.0	0.0	0.69175	0.00029	0.46916	3.60702	0.00555	0.00307	1.41482	0.00913	0.01046	0.0	0.21742	0.22877	0.09452	0.0196	0.01383	0.0	0.02833	0.0	0.04515	0.04395	0.0	0.0	0.00959	0.00069	0.0	0.0	0.0
s__Bacteroides_galacturonicus	0.0	0.32888	0.0	0.0	0.0	0.0	0.01067	0.0	0.054	0.00299	0.00247	0.01093	0.0	0.0	0.0	0.00843	0.0	0.0	0.0	2.61283	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00161	0.00239	0.00328	0.0	0.0	0.00321	0.00232	0.0	0.00224	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.31089	1.02595	0.23358	0.0	0.0	0.00367	0.0	0.0127	0.00308	0.00301	0.0	0.00255	0.00556	0.0	0.0	0.49234	0.00116	0.0	0.0	0.01279	0.0	0.0	0.95059	0.00611	3.52639	0.05552	0.0	0.00655	0.0	0.0	0.0	0.18135	0.0	0.0	0.00383	0.0	0.0	0.0	0.0	0.0	0.0042	0.00174	0.11703	0.0	0.07897	0.01525	0.0	0.0	0.01773	0.0	0.00611	0.0	0.0	0.00545	0.0	0.0	0.12157	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.34909	0.09658	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00463	0.0	0.0	0.0	0.00239	0.21038	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00278	0.0	0.0	0.0	0.0	0.09267	0.14638	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.44392	0.0	1.38279	0.00867	0.00813	0.00251	0.00114	0.0	0.0	0.0063	0.0	0.0	0.0	0.01069	2.95449	0.0	0.01021	0.0	0.00806	0.0	0.0	0.0	0.0	0.0
s__Bacteroides_intestinalis	0.65563	0.57641	0.15482	0.01168	0.0	0.0002	0.0	0.01217	0.0	0.06077	0.04721	0.14212	0.195	0.0	0.00311	0.395	0.00646	0.0	0.00108	0.00139	2.29123	0.0058	0.55994	0.0	0.00894	0.00072	0.00331	0.0	0.00444	0.00169	0.00647	0.02008	0.0	0.00646	0.53406	0.0088	0.0976	0.01605	0.09725	0.00027	0.0	0.54055	0.00382	0.00018	0.0023	0.00454	0.00321	0.0	0.0	0.01073	0.00236	0.0	0.00573	0.00201	0.02155	0.65355	0.02889	9e-05	0.00143	0.01997	1.02152	1.12196	0.0	0.00149	0.00406	0.0076	0.02369	0.00919	0.0	0.00801	0.0	0.0	0.01046	0.0	0.04594	0.03808	0.30961	0.11287	0.0	0.20311	0.0	0.00011	0.0	0.0	0.00242	0.0	0.0	0.0	0.01636	0.00154	0.95134	0.0	0.12339	0.76201	0.01338	0.0	0.0	0.00318	0.0	0.0	0.06042	0.01098	0.24795	0.00218	0.0	0.0142	0.07604	0.08049	0.0	0.01902	0.0	0.0	0.00081	0.20659	0.06302	0.0	0.0	0.033	0.0	0.0	0.00819	0.01119	0.01415	0.0	0.00857	0.0	0.00358	0.0	0.66848	0.0	0.0	0.0	0.11094	1.92912	0.0	0.00793	0.02387	0.04807	0.01038	0.0	0.0	0.0046	0.0	0.00406	0.0	0.0	0.27333	0.0	0.00308	0.0	0.00631	0.0	0.25891	0.0	0.0	0.00096	0.00985	0.00013	0.0	1.03529	3.44518	0.03724	0.0	0.00667	0.00259	0.00305	1.20236	0.00304	0.28836	0.03033	1.19071	0.53902	0.0	0.0	0.10692	0.00369	0.0	0.01305	0.00518	0.13878	0.92802	0.05863	0.00875	0.02745	0.00585	0.00056	0.0	0.10343	0.0
s__Bacteroides_massiliensis	0.0323	0.0673	0.10046	0.0	0.0	0.00062	2.07508	0.00784	0.01037	0.00553	0.0039	0.01294	0.23367	0.9812	0.00767	1.20322	0.18467	0.00477	0.00831	3.26084	0.01339	0.01252	0.00818	0.0106	0.24007	0.56185	0.0194	0.00147	0.00776	0.05654	0.15194	0.01444	0.02811	0.38282	0.01088	0.0137	1.72713	0.3959	0.003	0.08937	0.24126	0.6123	0.01543	0.0267	0.66936	1.40688	0.25612	0.01578	1.03496	0.89932	1.19407	3.69541	0.01012	0.03097	0.08478	0.02357	5.4106	0.00991	0.6834	0.29284	0.01242	3.19282	0.01253	0.01383	0.15201	4.01847	0.00761	0.00937	0.0005	0.39796	6.48217	0.04243	0.00312	0.00762	0.00348	0.00382	0.06589	0.92145	0.0	0.00302	0.01115	0.29704	0.38494	0.0	0.00933	0.3996	0.17624	0.5933	0.37098	0.00243	0.00761	0.07106	1.12109	0.13621	0.00844	0.01354	0.0143	0.11066	0.04055	0.29384	0.0125	1.40521	0.68997	0.00162	0.0	0.0	0.48733	0.0	0.22148	0.0	0.00757	0.0	0.0	0.0	0.80274	0.18067	0.0	0.0	0.43198	0.0	0.38546	0.01882	7.78836	0.04308	0.0	0.15588	0.0	0.0	0.00347	0.64511	0.25013	0.00747	0.0	0.36806	0.03746	0.01546	8.87946	2.93045	0.0085	0.0	0.14082	0.0	0.58175	0.00763	1.21665	0.0439	0.00584	0.0	0.00641	0.01157	0.00741	0.00849	0.21001	0.00545	1.68031	0.53566	0.0	0.02872	0.0	0.70139	0.0	0.37308	0.00836	0.00846	0.04455	0.00988	0.1419	0.05553	0.0	0.98142	1.1093	0.18915	0.00848	0.03392	0.00871	0.01058	0.01592	0.0	1.38744	0.01546	0.5518	0.0198	0.01057	2.24842	0.8337	0.00858	0.0	0.0	4.50875
s__Bacteroides_nordii	0.0	0.0	0.01607	0.0	0.0	0.0	0.00529	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00617	0.0	0.0	0.04433	0.0	0.0	0.02348	0.00087	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00314	0.0	0.00287	0.00132	0.0	0.0	0.0	0.02046	0.0	0.0	0.0	0.00791	0.0	0.0	0.0	0.0	0.02017	0.0	0.0	0.0	0.0	0.0059	0.0	0.00026	0.0	0.0	0.0	0.0	0.0	0.0	0.00111	0.15532	0.0	0.0	0.03833	0.00265	0.0	0.0	0.10834	0.0	0.00033	0.0	0.00192	0.00276	0.0	0.0	0.00367	0.02022	0.00089	0.0	0.0	0.0	0.0	0.04892	0.00305	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0009	0.03489	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06754	0.0	0.0	0.00078	0.00084	0.00174	0.01385	0.0	0.0	0.00016	0.00346	0.0003	0.0	0.0	0.0	0.01219	0.0	0.0	0.0	0.0	0.02582	0.00271	0.01212	0.0	0.0	0.0	0.0	0.0152	0.00166	0.03422	0.0	0.00128	0.0	0.0123	0.00385	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00096	0.0	0.0	0.0	0.00507	0.0	0.0	0.00295	0.0	0.0	0.01165	0.0	0.0	0.0	0.00216	0.0	0.0	0.0	0.02764	0.00109	0.00019	0.00354	0.00305	0.0002	0.0	0.0	0.0	0.0	0.00029	0.0	0.01612	0.0918	0.0	0.00091	0.0	0.0	0.01223	0.0	0.0	0.0	0.0	0.0
s__Bacteroides_oleiciplenus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00522	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0102	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00119	0.0	0.0	0.0	0.0	0.0	0.01662	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Bacteroides_ovatus	0.06465	0.00664	0.703	0.04287	0.38809	0.1499	0.41627	0.04877	0.00496	0.01142	0.1168	0.10071	0.01104	0.0584	0.03371	0.01722	0.00228	2.00099	0.17087	0.74092	0.05214	1.02372	0.07585	0.44928	0.54363	0.01424	0.00712	0.28528	0.03829	0.02338	0.00069	1.12544	0.59235	0.32405	0.58998	0.12467	0.38351	0.20804	1.97728	0.04222	0.4146	0.13853	1.44595	0.01787	0.14683	0.06594	0.23966	0.70941	0.01981	1.13318	0.06333	2.10607	0.63483	0.16326	0.3661	0.03091	0.02911	0.62459	0.17477	0.18048	2.17638	7.02967	0.07467	0.02285	0.10463	0.73063	0.11252	0.01102	1.26268	0.00663	1.49239	1.55152	0.00425	0.06183	0.03218	0.0741	0.00613	0.14922	0.58127	1.54615	0.85262	0.03178	0.59862	0.00879	0.0381	0.02378	0.018	3.80441	0.08755	0.02879	0.04227	0.0835	0.02309	0.09322	1.30645	1.58204	0.36049	0.04033	7.55525	0.0697	0.16735	1.03394	0.07499	0.08575	0.03246	1.32427	0.41532	0.27167	0.27303	0.16995	0.00111	0.72491	0.8479	0.48683	0.04265	0.8473	0.05128	0.03173	0.74274	0.00711	0.02934	0.00898	0.50333	0.06153	0.84489	0.03666	0.04998	0.02242	1.06313	0.27697	0.02367	0.11368	0.33486	0.07156	0.15296	0.21539	0.14774	0.49814	0.0307	0.11211	0.06067	0.09342	0.00936	0.01033	0.26002	0.05663	0.24094	0.41424	0.00979	0.00872	0.17296	0.16479	0.00969	0.05507	0.23165	0.21127	0.19951	0.17667	0.0	0.0069	0.0	0.20402	0.05067	2.01138	0.02704	7.22883	0.07171	0.18609	1.76549	0.01339	0.05235	0.01816	0.00901	0.03653	1.10683	0.01533	0.06966	0.82066	0.55059	0.09054	2.71539	0.14943	0.01107	0.05307	0.02739	0.04747	0.73817	0.52481	1.71885
s__Bacteroides_plebeius	1.56303	1.18522	0.04891	0.03145	0.03377	8.0091	9.37372	2.88577	5.18559	0.08209	0.03786	12.02152	37.53948	0.05271	1.79817	0.24571	1.55134	0.10245	2.0172	0.07206	0.01749	0.05427	0.06493	0.0617	9.86223	0.03464	0.06565	29.09547	0.043	23.05269	0.07616	2.37583	7.24776	8.77478	0.0751	0.07763	8.00814	15.02587	0.03554	0.06519	0.03575	0.0275	0.10982	0.17132	0.84197	0.04437	0.21995	4.88788	26.61401	23.99801	1.48117	0.0058	9.62999	0.00803	0.25729	0.23105	0.07315	0.05609	39.48918	0.01657	0.04691	0.07239	0.23808	0.22926	0.61241	0.0269	0.06153	1.85589	0.17129	0.11732	0.04615	0.00943	0.01673	11.30897	0.04078	5.76484	0.70913	2.59722	0.19813	0.17121	0.14781	6.47271	0.17113	25.48538	0.05487	0.30183	0.23893	0.01734	1.32927	0.04184	0.07481	0.03183	17.88029	0.22153	4.11898	0.13902	35.83713	4.27696	0.05018	9.67799	16.39039	0.06559	0.00389	1.0859	0.58283	0.05171	0.00988	8.96933	0.03058	1.44373	0.02029	0.025	11.54223	0.02808	1.66311	11.31919	1.49911	0.06139	3.25509	0.0158	0.03808	1.6951	18.17454	0.0318	8.1405	0.02059	0.02547	0.01022	7.5891	0.03259	4.35426	0.0199	15.47194	0.06324	8.20379	10.11608	0.03529	12.40492	0.59679	0.03901	7.92844	3.37934	0.02615	11.3954	0.13366	0.1462	7.1805	0.0301	1.89185	0.15345	0.1179	0.13473	0.07265	5.30375	0.0371	19.32681	26.51601	0.24652	34.15963	0.20222	0.00592	5.64389	0.03962	0.07197	20.66684	0.08377	0.7359	3.5295	0.03279	8.95656	0.10032	0.11013	0.0555	1.4057	0.02681	0.03961	22.42313	18.95019	17.23096	3.69861	9.05524	0.09228	0.2594	0.06569	0.7215	2.98743	0.0693	11.67998	0.02811
